trial_id,stimulus_id,condition,alpha,measure,value
ambiguous:ambigqa_dev_-2928173928559810904|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_dev_-2928173928559810904,ambiguous,0.0,confidence_manipulation_check,0.6190094657028566
ambiguous:synthetic_ambiguity_7462141d7ff09177|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_7462141d7ff09177,ambiguous,0.0,confidence_manipulation_check,0.3728201114630792
definite_correct:qb_10132|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_10132,definite_correct,0.0,confidence_manipulation_check,0.8333864646705876
definite_false:tc_2257|alpha=0|measure=confidence_manipulation_check,definite_false:tc_2257,definite_false,0.0,confidence_manipulation_check,0.20938693116186188
definite_correct:qb_7921|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_7921,definite_correct,0.0,confidence_manipulation_check,0.7401921526647072
definite_correct:qb_2151|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_2151,definite_correct,0.0,confidence_manipulation_check,0.7648705213459266
definite_false:qb_936|alpha=0|measure=confidence_manipulation_check,definite_false:qb_936,definite_false,0.0,confidence_manipulation_check,0.7725617902918884
definite_false:tc_540|alpha=0|measure=confidence_manipulation_check,definite_false:tc_540,definite_false,0.0,confidence_manipulation_check,0.6517071449707147
definite_correct:qb_8074|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_8074,definite_correct,0.0,confidence_manipulation_check,0.7814832930916509
definite_false:qw_5298|alpha=0|measure=confidence_manipulation_check,definite_false:qw_5298,definite_false,0.0,confidence_manipulation_check,0.39120854893699286
definite_false:qw_3582|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3582,definite_false,0.0,confidence_manipulation_check,0.36058064410462976
definite_correct:qw_243|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_243,definite_correct,0.0,confidence_manipulation_check,0.7966382436582962
definite_correct:bb_1135|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_1135,definite_correct,0.0,confidence_manipulation_check,0.6828558117397889
ambiguous:user_ambiguous_075|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_075,ambiguous,0.0,confidence_manipulation_check,0.27149730382079723
definite_false:wh_451|alpha=0|measure=confidence_manipulation_check,definite_false:wh_451,definite_false,0.0,confidence_manipulation_check,0.28838543572928754
ambiguous:synthetic_ambiguity_77277aded01ef92e|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_77277aded01ef92e,ambiguous,0.0,confidence_manipulation_check,0.7406797380493572
definite_correct:tc_1602|alpha=0|measure=confidence_manipulation_check,definite_correct:tc_1602,definite_correct,0.0,confidence_manipulation_check,0.6737991360070736
ambiguous:user_ambiguous_090|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_090,ambiguous,0.0,confidence_manipulation_check,0.6299474303757734
ambiguous:user_ambiguous_066|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_066,ambiguous,0.0,confidence_manipulation_check,0.25676099737174807
ambiguous:ambigqa_train_4887157859291163116|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_4887157859291163116,ambiguous,0.0,confidence_manipulation_check,0.6467111021043365
ambiguous:ambigqa_train_6967337893340565499|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_6967337893340565499,ambiguous,0.0,confidence_manipulation_check,0.6711597254351459
definite_correct:dpql_6346|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_6346,definite_correct,0.0,confidence_manipulation_check,0.7346197366162073
definite_false:qz_2428|alpha=0|measure=confidence_manipulation_check,definite_false:qz_2428,definite_false,0.0,confidence_manipulation_check,0.6022899333853274
ambiguous:synthetic_ambiguity_736399f8375cbe45|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_736399f8375cbe45,ambiguous,0.0,confidence_manipulation_check,0.25501802408252844
definite_correct:wh_1933|alpha=0|measure=confidence_manipulation_check,definite_correct:wh_1933,definite_correct,0.0,confidence_manipulation_check,0.8339771796825006
definite_false:bb_8112|alpha=0|measure=confidence_manipulation_check,definite_false:bb_8112,definite_false,0.0,confidence_manipulation_check,0.7063927545907746
definite_correct:dpql_6083|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_6083,definite_correct,0.0,confidence_manipulation_check,0.7318071002637907
ambiguous:user_ambiguous_041|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_041,ambiguous,0.0,confidence_manipulation_check,0.6829710709023175
definite_false:dpql_4053|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_4053,definite_false,0.0,confidence_manipulation_check,0.48274939386174087
definite_correct:qb_6581|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_6581,definite_correct,0.0,confidence_manipulation_check,0.6945570979388321
definite_correct:qb_6086|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_6086,definite_correct,0.0,confidence_manipulation_check,0.7527273073087258
ambiguous:user_ambiguous_001|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_001,ambiguous,0.0,confidence_manipulation_check,0.24843814021442087
ambiguous:user_ambiguous_008|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_008,ambiguous,0.0,confidence_manipulation_check,0.7030695292509336
definite_false:qw_3500|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3500,definite_false,0.0,confidence_manipulation_check,0.733258348013851
definite_false:dpql_3827|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_3827,definite_false,0.0,confidence_manipulation_check,0.6138012208451983
definite_correct:bb_8732|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_8732,definite_correct,0.0,confidence_manipulation_check,0.7110629245269365
ambiguous:user_ambiguous_037|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_037,ambiguous,0.0,confidence_manipulation_check,0.5749582971839118
definite_correct:qb_299|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_299,definite_correct,0.0,confidence_manipulation_check,0.833369583448473
definite_false:dpql_151|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_151,definite_false,0.0,confidence_manipulation_check,0.7118748295091791
definite_false:dpql_3319|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_3319,definite_false,0.0,confidence_manipulation_check,0.30353936010214966
definite_false:qb_4446|alpha=0|measure=confidence_manipulation_check,definite_false:qb_4446,definite_false,0.0,confidence_manipulation_check,0.4215074369276408
definite_false:bb_6487|alpha=0|measure=confidence_manipulation_check,definite_false:bb_6487,definite_false,0.0,confidence_manipulation_check,0.6573414971342572
definite_false:qz_3440|alpha=0|measure=confidence_manipulation_check,definite_false:qz_3440,definite_false,0.0,confidence_manipulation_check,0.3692234796239063
definite_false:qb_525|alpha=0|measure=confidence_manipulation_check,definite_false:qb_525,definite_false,0.0,confidence_manipulation_check,0.38124958171974865
definite_false:dpql_4205|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_4205,definite_false,0.0,confidence_manipulation_check,0.7315629664656171
definite_false:dpql_3912|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_3912,definite_false,0.0,confidence_manipulation_check,0.6710975367663196
definite_false:qb_2928|alpha=0|measure=confidence_manipulation_check,definite_false:qb_2928,definite_false,0.0,confidence_manipulation_check,0.3763558252481744
definite_correct:qb_2148|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_2148,definite_correct,0.0,confidence_manipulation_check,0.7927467320648021
definite_false:qb_1556|alpha=0|measure=confidence_manipulation_check,definite_false:qb_1556,definite_false,0.0,confidence_manipulation_check,0.44903425345546566
definite_correct:tc_954|alpha=0|measure=confidence_manipulation_check,definite_correct:tc_954,definite_correct,0.0,confidence_manipulation_check,0.8632459018362397
definite_correct:dpql_5846|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_5846,definite_correct,0.0,confidence_manipulation_check,0.7966865497277922
ambiguous:user_ambiguous_079|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_079,ambiguous,0.0,confidence_manipulation_check,0.6701727453174158
definite_false:bb_4519|alpha=0|measure=confidence_manipulation_check,definite_false:bb_4519,definite_false,0.0,confidence_manipulation_check,0.6763621215563035
ambiguous:ambigqa_train_-5746040628732928353|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_-5746040628732928353,ambiguous,0.0,confidence_manipulation_check,0.6627677446676784
definite_correct:dpql_633|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_633,definite_correct,0.0,confidence_manipulation_check,0.7076557454001886
definite_correct:qb_9954|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_9954,definite_correct,0.0,confidence_manipulation_check,0.6822037280563733
definite_correct:qb_6665|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_6665,definite_correct,0.0,confidence_manipulation_check,0.7806006829708849
ambiguous:user_ambiguous_064|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_064,ambiguous,0.0,confidence_manipulation_check,0.383905634050825
definite_false:qw_3353|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3353,definite_false,0.0,confidence_manipulation_check,0.35600740782101636
definite_false:bb_981|alpha=0|measure=confidence_manipulation_check,definite_false:bb_981,definite_false,0.0,confidence_manipulation_check,0.7210126683872659
definite_false:wh_2424|alpha=0|measure=confidence_manipulation_check,definite_false:wh_2424,definite_false,0.0,confidence_manipulation_check,0.6840897763745033
ambiguous:user_ambiguous_004|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_004,ambiguous,0.0,confidence_manipulation_check,0.6655799552339885
definite_correct:qb_2497|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_2497,definite_correct,0.0,confidence_manipulation_check,0.8236057473397068
definite_correct:qb_916|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_916,definite_correct,0.0,confidence_manipulation_check,0.8211739667864691
ambiguous:user_ambiguous_071|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_071,ambiguous,0.0,confidence_manipulation_check,0.6131228245933016
definite_false:bb_5659|alpha=0|measure=confidence_manipulation_check,definite_false:bb_5659,definite_false,0.0,confidence_manipulation_check,0.5427396816783585
ambiguous:user_ambiguous_099|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_099,ambiguous,0.0,confidence_manipulation_check,0.7553849697611895
definite_correct:qz_1139|alpha=0|measure=confidence_manipulation_check,definite_correct:qz_1139,definite_correct,0.0,confidence_manipulation_check,0.6771808084201438
definite_false:qw_3199|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3199,definite_false,0.0,confidence_manipulation_check,0.41973511963151394
definite_correct:bb_436|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_436,definite_correct,0.0,confidence_manipulation_check,0.7317911218650807
ambiguous:ambigqa_dev_2248395039731877618|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_dev_2248395039731877618,ambiguous,0.0,confidence_manipulation_check,0.6344378134046564
definite_correct:qb_4415|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_4415,definite_correct,0.0,confidence_manipulation_check,0.7299782268509489
ambiguous:user_ambiguous_062|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_062,ambiguous,0.0,confidence_manipulation_check,0.4530287379748188
definite_correct:bb_9184|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_9184,definite_correct,0.0,confidence_manipulation_check,0.6903991865301576
definite_correct:qb_3365|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_3365,definite_correct,0.0,confidence_manipulation_check,0.7903586006226078
definite_false:qw_3344|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3344,definite_false,0.0,confidence_manipulation_check,0.5570452934596688
definite_correct:qb_4336|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_4336,definite_correct,0.0,confidence_manipulation_check,0.7416469823710884
definite_false:qw_3161|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3161,definite_false,0.0,confidence_manipulation_check,0.34311709123139733
definite_correct:qb_2589|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_2589,definite_correct,0.0,confidence_manipulation_check,0.8056313997644282
ambiguous:ambigqa_train_4701094121253884727|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_4701094121253884727,ambiguous,0.0,confidence_manipulation_check,0.6580042450120345
ambiguous:user_ambiguous_056|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_056,ambiguous,0.0,confidence_manipulation_check,0.5905294851923827
definite_false:qw_1298|alpha=0|measure=confidence_manipulation_check,definite_false:qw_1298,definite_false,0.0,confidence_manipulation_check,0.17599137807264928
ambiguous:user_ambiguous_089|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_089,ambiguous,0.0,confidence_manipulation_check,0.4654471708228812
definite_false:dpql_2259|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_2259,definite_false,0.0,confidence_manipulation_check,0.7578022519509886
ambiguous:ambigqa_train_8846306718324708097|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_8846306718324708097,ambiguous,0.0,confidence_manipulation_check,0.7302596704902612
definite_correct:bb_121|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_121,definite_correct,0.0,confidence_manipulation_check,0.6534223456966174
definite_false:wh_1706|alpha=0|measure=confidence_manipulation_check,definite_false:wh_1706,definite_false,0.0,confidence_manipulation_check,0.35207768287509683
definite_correct:dpql_3467|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_3467,definite_correct,0.0,confidence_manipulation_check,0.7348989471644074
definite_false:tc_2556|alpha=0|measure=confidence_manipulation_check,definite_false:tc_2556,definite_false,0.0,confidence_manipulation_check,0.298679216648452
definite_correct:wh_4041|alpha=0|measure=confidence_manipulation_check,definite_correct:wh_4041,definite_correct,0.0,confidence_manipulation_check,0.8199956300895935
definite_correct:qw_4882|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_4882,definite_correct,0.0,confidence_manipulation_check,0.655291646454134
definite_false:dpql_753|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_753,definite_false,0.0,confidence_manipulation_check,0.36088704543653877
ambiguous:synthetic_ambiguity_db564851e7629ffa|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_db564851e7629ffa,ambiguous,0.0,confidence_manipulation_check,0.5836092921817908
definite_false:tc_1535|alpha=0|measure=confidence_manipulation_check,definite_false:tc_1535,definite_false,0.0,confidence_manipulation_check,0.5936681577237323
ambiguous:user_ambiguous_046|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_046,ambiguous,0.0,confidence_manipulation_check,0.7181262615225307
definite_false:qb_3427|alpha=0|measure=confidence_manipulation_check,definite_false:qb_3427,definite_false,0.0,confidence_manipulation_check,0.5989803911536
definite_false:bb_5317|alpha=0|measure=confidence_manipulation_check,definite_false:bb_5317,definite_false,0.0,confidence_manipulation_check,0.32005635295063256
ambiguous:user_ambiguous_054|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_054,ambiguous,0.0,confidence_manipulation_check,0.6589085864742287
definite_correct:qb_9283|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_9283,definite_correct,0.0,confidence_manipulation_check,0.7793984449766157
definite_correct:qw_1816|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_1816,definite_correct,0.0,confidence_manipulation_check,0.839167425531332
definite_false:qz_6898|alpha=0|measure=confidence_manipulation_check,definite_false:qz_6898,definite_false,0.0,confidence_manipulation_check,0.7484888707447681
ambiguous:ambigqa_train_-4290930682953750669|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_-4290930682953750669,ambiguous,0.0,confidence_manipulation_check,0.6681979835073207
ambiguous:user_ambiguous_026|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_026,ambiguous,0.0,confidence_manipulation_check,0.5596008853488457
definite_correct:dpql_3447|alpha=0|measure=confidence_manipulation_check,definite_correct:dpql_3447,definite_correct,0.0,confidence_manipulation_check,0.8244539054153677
ambiguous:user_ambiguous_063|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_063,ambiguous,0.0,confidence_manipulation_check,0.316786733554909
ambiguous:user_ambiguous_025|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_025,ambiguous,0.0,confidence_manipulation_check,0.662019290146236
ambiguous:user_ambiguous_092|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_092,ambiguous,0.0,confidence_manipulation_check,0.591594352509128
definite_correct:qb_9452|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_9452,definite_correct,0.0,confidence_manipulation_check,0.7766431637575408
ambiguous:ambigqa_train_-4847378126974715981|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_-4847378126974715981,ambiguous,0.0,confidence_manipulation_check,0.6438019876447014
definite_correct:qb_4578|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_4578,definite_correct,0.0,confidence_manipulation_check,0.8370055918950343
definite_false:bb_1220|alpha=0|measure=confidence_manipulation_check,definite_false:bb_1220,definite_false,0.0,confidence_manipulation_check,0.48929957547225056
definite_false:bb_77|alpha=0|measure=confidence_manipulation_check,definite_false:bb_77,definite_false,0.0,confidence_manipulation_check,0.30871382350233034
ambiguous:ambigqa_dev_-1684587227477882737|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_dev_-1684587227477882737,ambiguous,0.0,confidence_manipulation_check,0.5991785370817524
ambiguous:ambigqa_dev_-9219689808672072116|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_dev_-9219689808672072116,ambiguous,0.0,confidence_manipulation_check,0.7074142944055438
definite_false:qb_3225|alpha=0|measure=confidence_manipulation_check,definite_false:qb_3225,definite_false,0.0,confidence_manipulation_check,0.44317011898383496
definite_correct:bb_2326|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_2326,definite_correct,0.0,confidence_manipulation_check,0.8135689237277064
definite_correct:qb_1456|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_1456,definite_correct,0.0,confidence_manipulation_check,0.6973767005098579
definite_correct:qb_8036|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_8036,definite_correct,0.0,confidence_manipulation_check,0.7431812826094812
ambiguous:user_ambiguous_093|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_093,ambiguous,0.0,confidence_manipulation_check,0.6980986804183772
definite_correct:qw_1421|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_1421,definite_correct,0.0,confidence_manipulation_check,0.7299759879255333
definite_false:bb_596|alpha=0|measure=confidence_manipulation_check,definite_false:bb_596,definite_false,0.0,confidence_manipulation_check,0.25362170218722896
definite_false:qw_6106|alpha=0|measure=confidence_manipulation_check,definite_false:qw_6106,definite_false,0.0,confidence_manipulation_check,0.448877671174705
ambiguous:user_ambiguous_012|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_012,ambiguous,0.0,confidence_manipulation_check,0.7446825691364212
ambiguous:ambigqa_train_8480092557592561766|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_8480092557592561766,ambiguous,0.0,confidence_manipulation_check,0.20677318125963212
ambiguous:ambigqa_train_-6615422287569447999|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_-6615422287569447999,ambiguous,0.0,confidence_manipulation_check,0.3304170543753571
definite_false:tc_2359|alpha=0|measure=confidence_manipulation_check,definite_false:tc_2359,definite_false,0.0,confidence_manipulation_check,0.6304921288130573
ambiguous:user_ambiguous_074|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_074,ambiguous,0.0,confidence_manipulation_check,0.3472892129793763
definite_false:wh_2928|alpha=0|measure=confidence_manipulation_check,definite_false:wh_2928,definite_false,0.0,confidence_manipulation_check,0.7741722875973209
definite_correct:qb_4948|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_4948,definite_correct,0.0,confidence_manipulation_check,0.7120391766110514
ambiguous:user_ambiguous_043|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_043,ambiguous,0.0,confidence_manipulation_check,0.6602758211763102
definite_false:qb_4987|alpha=0|measure=confidence_manipulation_check,definite_false:qb_4987,definite_false,0.0,confidence_manipulation_check,0.3401404478005134
definite_false:qb_7085|alpha=0|measure=confidence_manipulation_check,definite_false:qb_7085,definite_false,0.0,confidence_manipulation_check,0.7491877587963246
definite_false:dpql_1059|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_1059,definite_false,0.0,confidence_manipulation_check,0.7484400923091471
definite_correct:bb_2920|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_2920,definite_correct,0.0,confidence_manipulation_check,0.7839998965712142
definite_false:qb_3869|alpha=0|measure=confidence_manipulation_check,definite_false:qb_3869,definite_false,0.0,confidence_manipulation_check,0.6718757112161257
definite_false:bb_8893|alpha=0|measure=confidence_manipulation_check,definite_false:bb_8893,definite_false,0.0,confidence_manipulation_check,0.7316206510245592
ambiguous:user_ambiguous_069|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_069,ambiguous,0.0,confidence_manipulation_check,0.6987519018519606
definite_correct:qb_8861|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_8861,definite_correct,0.0,confidence_manipulation_check,0.7483374855549301
definite_correct:qb_8250|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_8250,definite_correct,0.0,confidence_manipulation_check,0.7350449916356411
ambiguous:user_ambiguous_100|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_100,ambiguous,0.0,confidence_manipulation_check,0.2935671594234009
ambiguous:user_ambiguous_035|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_035,ambiguous,0.0,confidence_manipulation_check,0.6271627528847602
definite_correct:qw_1253|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_1253,definite_correct,0.0,confidence_manipulation_check,0.6828387106660443
ambiguous:user_ambiguous_031|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_031,ambiguous,0.0,confidence_manipulation_check,0.21399330753192772
ambiguous:synthetic_ambiguity_127bbb74d142df4c|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_127bbb74d142df4c,ambiguous,0.0,confidence_manipulation_check,0.7419037095740805
ambiguous:synthetic_ambiguity_befa9c239cfadb1e|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_befa9c239cfadb1e,ambiguous,0.0,confidence_manipulation_check,0.30677002407028336
definite_false:qz_1393|alpha=0|measure=confidence_manipulation_check,definite_false:qz_1393,definite_false,0.0,confidence_manipulation_check,0.7122344627190614
definite_correct:wh_1303|alpha=0|measure=confidence_manipulation_check,definite_correct:wh_1303,definite_correct,0.0,confidence_manipulation_check,0.8264734353795689
definite_false:wh_527|alpha=0|measure=confidence_manipulation_check,definite_false:wh_527,definite_false,0.0,confidence_manipulation_check,0.31581970294937495
definite_correct:qb_5063|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_5063,definite_correct,0.0,confidence_manipulation_check,0.8001272187090138
definite_false:bb_968|alpha=0|measure=confidence_manipulation_check,definite_false:bb_968,definite_false,0.0,confidence_manipulation_check,0.7364425068197307
definite_correct:bb_20|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_20,definite_correct,0.0,confidence_manipulation_check,0.7195301874184395
definite_false:qw_4953|alpha=0|measure=confidence_manipulation_check,definite_false:qw_4953,definite_false,0.0,confidence_manipulation_check,0.3970984360435978
definite_correct:qw_1211|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_1211,definite_correct,0.0,confidence_manipulation_check,0.8152685039241917
definite_false:qw_3732|alpha=0|measure=confidence_manipulation_check,definite_false:qw_3732,definite_false,0.0,confidence_manipulation_check,0.7320247622645638
definite_false:dpql_2396|alpha=0|measure=confidence_manipulation_check,definite_false:dpql_2396,definite_false,0.0,confidence_manipulation_check,0.645173823236837
ambiguous:user_ambiguous_036|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_036,ambiguous,0.0,confidence_manipulation_check,0.6451750844284107
ambiguous:user_ambiguous_020|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_020,ambiguous,0.0,confidence_manipulation_check,0.650777361231394
definite_correct:qb_3684|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_3684,definite_correct,0.0,confidence_manipulation_check,0.7497283510416309
definite_false:bb_7609|alpha=0|measure=confidence_manipulation_check,definite_false:bb_7609,definite_false,0.0,confidence_manipulation_check,0.29431719889398666
ambiguous:user_ambiguous_070|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_070,ambiguous,0.0,confidence_manipulation_check,0.29674857324644105
definite_correct:qw_4190|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_4190,definite_correct,0.0,confidence_manipulation_check,0.7875999821701782
ambiguous:user_ambiguous_084|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_084,ambiguous,0.0,confidence_manipulation_check,0.6327486378866866
definite_correct:bb_9251|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_9251,definite_correct,0.0,confidence_manipulation_check,0.7628586407294734
ambiguous:user_ambiguous_029|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_029,ambiguous,0.0,confidence_manipulation_check,0.6713716593005301
ambiguous:synthetic_ambiguity_c51d6353acd62fc1|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_c51d6353acd62fc1,ambiguous,0.0,confidence_manipulation_check,0.6536612767989936
definite_false:tc_3016|alpha=0|measure=confidence_manipulation_check,definite_false:tc_3016,definite_false,0.0,confidence_manipulation_check,0.4277129886671901
definite_false:bb_6668|alpha=0|measure=confidence_manipulation_check,definite_false:bb_6668,definite_false,0.0,confidence_manipulation_check,0.3305288915988058
definite_false:tc_2506|alpha=0|measure=confidence_manipulation_check,definite_false:tc_2506,definite_false,0.0,confidence_manipulation_check,0.4679597756825387
ambiguous:user_ambiguous_042|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_042,ambiguous,0.0,confidence_manipulation_check,0.7649734884410009
definite_false:bb_4587|alpha=0|measure=confidence_manipulation_check,definite_false:bb_4587,definite_false,0.0,confidence_manipulation_check,0.33951167126651854
ambiguous:user_ambiguous_076|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_076,ambiguous,0.0,confidence_manipulation_check,0.6639008256705893
definite_correct:qw_2634|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_2634,definite_correct,0.0,confidence_manipulation_check,0.8140260603409843
ambiguous:user_ambiguous_034|alpha=0|measure=confidence_manipulation_check,ambiguous:user_ambiguous_034,ambiguous,0.0,confidence_manipulation_check,0.5927751637151232
ambiguous:ambigqa_train_-282133277527244056|alpha=0|measure=confidence_manipulation_check,ambiguous:ambigqa_train_-282133277527244056,ambiguous,0.0,confidence_manipulation_check,0.6253221665021556
ambiguous:synthetic_ambiguity_0fb6efbc1bf0ec38|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_0fb6efbc1bf0ec38,ambiguous,0.0,confidence_manipulation_check,0.6021597001735245
definite_correct:qb_1172|alpha=0|measure=confidence_manipulation_check,definite_correct:qb_1172,definite_correct,0.0,confidence_manipulation_check,0.72619856227534
definite_correct:qw_393|alpha=0|measure=confidence_manipulation_check,definite_correct:qw_393,definite_correct,0.0,confidence_manipulation_check,0.77089204294804
definite_correct:bb_5094|alpha=0|measure=confidence_manipulation_check,definite_correct:bb_5094,definite_correct,0.0,confidence_manipulation_check,0.6747823957951424
ambiguous:synthetic_ambiguity_d830565486f2d0b0|alpha=0|measure=confidence_manipulation_check,ambiguous:synthetic_ambiguity_d830565486f2d0b0,ambiguous,0.0,confidence_manipulation_check,0.6075835296589503
